l_ou;5861326;7376
m_@;5868702;4928
m_@N;5873630;6610
m_a;5880240;6768
m_ai;5887008;7149
m_e;5894157;9092
m_i;5903249;7001
m_o;5910250;9214
m_ou;5919464;9456
n@;5928920;35008
ne;5963928;6925
ni;5970853;10020
nu;5980873;6728
n_@;5987601;9921
n_a;5997522;6823
n_ai;6004345;7089
n_e;6011434;11832
n_i;6023266;7257
n_o;6030523;9880
n_ou;6040403;7268
ou_d;6047671;11712
ou_dj;6059383;6476
ou_ji;6065859;16384
ou_ka;6082243;18944
ou_n;6101187;14912
ou_r;6116099;10912
ou_t;6127011;6336
ou_tra;6133347;20560
o_bho;6153907;23751
o_bh_i;6177658;9088
o_bo;6186746;20849
o_b_a;6207595;8000
o_c;6215595;13008
o_d;6228603;12611
o_dho;6241214;20336
o_djo;6261550;16559
o_do;6278109;21232
o_d~o;6299341;17312
o_f_a;6316653;6460
o_gho;6323113;16553
o_go;6339666;9805
o_kho;6349471;21040
o_k_a;6370511;10212
o_k_t~_a;6380723;12116
o_l;6392839;16294
o_lo;6409133;22241
o_m_p_u;6431374;9666
o_n~;6441040;11527
o_n~o;6452567;16288
o_po;6468855;29447
o_p_e;6498302;9621
o_p_t~_i;6507923;10334
o_r;6518257;18433
o_ri;6536690;22895
o_ro;6559585;18164
o_r_a;6577749;8048
o_r_s;6585797;14218
o_sh_i;6600015;8360
o_so;6608375;21324
o_s_e;6629699;7138
o_te;6636837;18061
o_ti;6654898;22462
o_to;6677360;24077
o_t~ho;6701437;26306
o_v_a;6727743;7552
ph_@;6735295;3449
ph_a;6738744;9692
ph_ai;6748436;5605
ph_e;6754041;8640
ph_i;6762681;13408
ph_o;6776089;9726
ph_ou;6785815;5536
ph_u;6791351;10733
p_@;6802084;3620
p_a;6805704;3424
p_ai;6809128;3492
p_e;6812620;12384
p_o;6825004;7072
p_ou;6832076;4592
p_r_o;6836668;2592
r_@;6839260;7872
r_a;6847132;4017
r_ai;6851149;7871
r_e;6859020;9072
r_i;6868092;9033
r_o;6877125;9787
r_ou;6886912;6496
r_u;6893408;4313
shi;6897721;24576
shu;6922297;29824
sh_@;6952121;10897
sh_a;6963018;8514
sh_ai;6971532;9135
sh_e;6980667;11208
sh_i;6991875;13617
sh_o;7005492;13890
sh_ou;7019382;8369
sh_ri;7027751;23014
sh_u;7050765;9665
si;7060430;17980
s_@;7078410;7737
s_a;7086147;6637
s_ai;7092784;8692
s_e;7101476;11432
s_i;7112908;9187
s_n_@;7122095;14229
s_o;7136324;11477
s_p_e;7147801;12382
s_p_i;7160183;11520
s_th_a;7171703;16084
s_t_h_@;7187787;9343
s_u;7197130;9120
s_v_@;7206250;8896
s_v_a;7215146;11437
te;7226583;6321
th_@;7232904;7808
th_a;7240712;6075
th_ai;7246787;6427
th_e;7253214;6800
th_o;7260014;6604
to;7266618;5015
t_@;7271633;4836
t_a;7276469;2633
t_ai;7279102;3771
t_e;7282873;8441
t_i;7291314;2787
t_o;7294101;5808
t_r_a;7299909;8904
t_y@;7308813;20416
t~h_a;7329229;5761
t~h_e;7334990;6921
t~h_o;7341911;5406
t~h_u;7347317;3153
t~u;7350470;14703
t~_@;7365173;3040
t~_a;7368213;4061
t~_ai;7372274;5926
t~_e;7378200;3552
t~_i;7381752;4307
u_b_a;7386059;5297
u_c;7391356;17905
u_cho;7409261;12711
u_cu;7421972;17747
u_d@;7439719;16930
u_dj_a;7456649;6023
u_dj_u;7462672;7704
u_d_@;7470376;7681
u_d_dh;7478057;18001
u_d_dh_i;7496058;9286
u_g_a;7505344;5390
u_l;7510734;12926
u_l_a;7523660;5549
u_m@;7529209;14970
u_n_y;7544179;19368
u_p;7563547;9594
u_p_@;7573141;8959
u_p_a;7582100;7403
u_p_i;7589503;8505
u_r;7598008;12263
u_r_n~;7610271;15504
u_r_y;7625775;21218
u_s_a;7646993;5575
u_t;7652568;12843
u_t~;7665411;9293
u_t~hu;7674704;21827
u_t~_@;7696531;8914
u_t~_a;7705445;6968
v_@;7712413;10716
v_a;7723129;7287
v_ai;7730416;7247
v_e;7737663;25168
v_i;7762831;9902
v_o;7772733;9680
x_@;7782413;9449
x_a;7791862;6407
x_e;7798269;7508
x_o;7805777;11547
x_ou;7817324;8193
y_@;7825517;11097
y_a;7836614;7268
y_o;7843882;9593
y_ou;7853475;9912
